#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
237.3321213727	+39.6742304653	 77488	 8.46	237.33216293	+39.67424675
237.3338262345	+05.0453791680	 77489	 8.01	237.33391305	+05.04535880
237.3339296589	+10.0813806690	 77490	 7.83	237.33399419	+10.08134336
237.3360510734	-74.2676084504	 77491	 9.85	237.33610181	-74.26757644
237.3424896724	-33.2131916600	 77493	 9.47	237.34242849	-33.21311641
237.3423644447	-79.6235442533	 77492	 9.16	237.34272974	-79.62341925
237.3459677332	-13.9713004371	 77494	 8.56	237.34605219	-13.97130226
237.3511508695	-55.5853170010	 77495	 8.47	237.35121413	-55.58528256
237.3645113190	+55.2047842064	 77496	10.02	237.36444202	+55.20532938
237.3671001202	+42.8453249581	 77497	 8.85	237.36707118	+42.84536934
237.3681485188	-50.0181207740	 77498	 9.37	237.36816312	-50.01811934
237.3708988942	+07.4860983143	 77499	 8.38	237.37094329	+07.48610529
237.3791125704	-46.3272067554	 77500	10.30	237.37914006	-46.32719662
237.3804657216	+39.5716366437	 77501	10.10	237.38044819	+39.57167230
237.3832836219	-31.2611213780	 77502	 8.89	237.38332741	-31.26106776
237.3869118371	+25.4640506747	 77503	10.66	237.38699513	+25.46403614
237.3871896604	+25.4602082348	 77504	 8.68	237.38731753	+25.46019353
237.3901139492	-56.8853875233	 77505	 9.47	237.39010385	-56.88537994
237.3915633924	+12.5586916957	 77506	 6.69	237.39155896	+12.55864447
237.3932421938	-36.6179236799	 77507	 8.96	237.39326860	-36.61790985
237.3932844327	+37.1644221873	 77508	 9.80	237.39338859	+37.16438692
237.3946675744	-69.3081317309	 77509	 9.19	237.39478073	-69.30818304
237.3950715165	-14.5407845679	 77510	 8.94	237.39516033	-14.54075037
237.3953565530	-72.7355101707	 77511	 8.62	237.39541601	-72.73547782
237.3985257604	+26.0683943390	 77512	 4.59	237.39874182	+26.06854936
237.4007549410	-30.2469518112	 77513	 9.29	237.40080401	-30.24694853
237.4011642941	+51.0491934582	 77514	12.84	237.40258187	+51.04852013
237.4038931745	-35.8743814400	 77515	 9.15	237.40406085	-35.87450902
237.4050349576	-03.4302077415	 77516	 3.54	237.40527375	-03.43014112
237.4070472728	-49.9635256491	 77517	 9.36	237.40793739	-49.96329684
237.4097363700	-47.6094742891	 77518	11.15	237.40952424	-47.60851789
237.4122545133	+23.6710991129	 77519	 7.75	237.41221452	+23.67114629
237.4151531483	-38.7774771255	 77520	 9.25	237.41519926	-38.77741957
237.4176883916	-20.7774706232	 77521	 7.71	237.41769970	-20.77747371
237.4294038369	+25.6445992075	 77522	 8.79	237.42930745	+25.64479477
237.4295968597	-32.8082867293	 77523	 7.47	237.42963963	-32.80822983
237.4373952324	-39.4191984171	 77524	10.64	237.43747219	-39.41913724
237.4396271030	+11.7698735676	 77525	10.54	237.43954979	+11.76993596
237.4428019286	-63.7648471087	 77526	 8.77	237.44310373	-63.76472230
237.4546855501	-52.2448532422	 77527	 8.66	237.45474438	-52.24483302
237.4570408192	+47.4728169520	 77528	 8.59	237.45686822	+47.47287915
237.4581619292	+44.5220821365	 77529	 7.69	237.45820461	+44.52207239
237.4635205138	+42.7887766855	 77530	 9.24	237.46362461	+42.78871213
237.4636356570	-27.8818885496	 77531	 8.69	237.46368870	-27.88165981
237.4650245201	+02.5007478817	 77532	 7.15	237.46503576	+02.50076509
237.4669413081	-66.4897667311	 77533	 9.29	237.46697421	-66.48975487
237.4679040908	-17.9019464603	 77534	 6.82	237.46784399	-17.90193562
237.4686892884	+61.3382200142	 77535	 8.28	237.46864510	+61.33823766
237.4709551996	+14.0656645872	 77536	 7.54	237.47123323	+14.06564857
237.4720817698	-28.3130988610	 77537	 9.96	237.47209966	-28.31312392
237.4747971225	+02.7952491794	 77538	 8.30	237.47480654	+02.79529361
237.4857322916	-21.4907407064	 77539	 7.63	237.48572422	-21.49068913
237.4879731063	-39.2363349509	 77540	10.37	237.48827279	-39.23615492
237.4895680365	-48.9124076106	 77541	 5.86	237.48967022	-48.91238226
237.4906201547	-03.9212110490	 77542	 7.11	237.49066123	-03.92115974
237.4946811286	-21.5804004971	 77543	10.47	237.49437780	-21.58028648
237.4970465718	+60.2046898835	 77544	 8.82	237.49698494	+60.20472763
237.4991058490	-25.1509939762	 77545	 9.23	237.49913654	-25.15093207
237.5016096630	-11.0610239314	 77546	 9.06	237.50162477	-11.06098723
237.5025505200	-14.0511516739	 77547	 8.13	237.50288854	-14.05105557
237.5030279840	+26.1788491390	 77548	 8.73	237.50303898	+26.17882408
237.5041487727	+19.6925219142	 77549	 8.22	237.50407840	+19.69259206
237.5064512261	+54.7664847784	 77550	 8.38	237.50634472	+54.76653040
237.5071206496	+41.2489107315	 77551	 9.83	237.50716135	+41.24890711
237.5087715564	-25.4098472040	 77552	 8.75	237.50879642	-25.40979677
237.5119489372	+27.3013783133	 77553	10.43	237.51195769	+27.30144423
237.5132797210	-18.1427584468	 77554	 7.62	237.51327591	-18.14267136
237.5145666265	+30.7610027971	 77555	10.08	237.51455387	+30.76100812
237.5162479159	-36.5520019332	 77556	10.00	237.51624368	-36.55198052
237.5242919342	+59.0130245079	 77557	 8.98	237.52425360	+59.01304631
237.5243759999	-42.9900663092	 77558	 9.90	237.52454676	-42.98987291
237.5256114977	+70.6796096521	 77559	 9.19	237.52581345	+70.67962093
237.5258479595	-39.6390264782	 77560	 9.02	237.52588211	-39.63893419
237.5264315676	-19.9299014769	 77561	 9.85	237.52655895	-19.92992972
237.5295159467	-53.2097703018	 77562	 5.78	237.52962796	-53.20967534
237.5319774525	-09.4277137899	 77563	 8.37	237.53195991	-09.42779096
237.5334200433	+64.7996923726	 77564	 7.21	237.53342187	+64.79967514
237.5373337292	+23.1757520236	 77565	 8.80	237.53731427	+23.17588235
237.5436223025	-54.7574593380	 77566	11.44	237.54368401	-54.75752122
237.5473049676	-06.5373828212	 77568	 9.97	237.54734827	-06.53735679
237.5477938549	-28.7043217594	 77569	 8.94	237.54779452	-28.70431194
237.5477965962	-54.7609899715	 77567	 8.95	237.54781273	-54.76098110
237.5494264431	+05.9547718831	 77570	 7.11	237.54949912	+05.95483639
237.5524663523	-41.9052111371	 77571	 8.50	237.55246018	-41.90512546
237.5553893717	-11.5646816319	 77572	 8.76	237.55543445	-11.56463550
237.5612599788	+50.8838806715	 77573	 8.73	237.56121814	+50.88388230
237.5679741233	-45.4017140608	 77574	 6.11	237.56783711	-45.40163254
237.5684691007	-47.0239474747	 77575	 7.74	237.56845926	-47.02390144
237.5684926043	-25.5335564512	 77576	 9.43	237.56850882	-25.53338517
237.5727675011	-49.0405005362	 77577	 6.89	237.57284733	-49.04031438
237.5731122851	+02.1965091469	 77578	 5.21	237.57303895	+02.19662489
237.5810158412	-50.7536623411	 77579	 8.71	237.58101830	-50.75365573
237.5889706637	-58.5018615187	 77580	 7.57	237.58897820	-58.50185605
237.5983532326	-03.0553107140	 77581	 8.52	237.59841530	-03.05529178
237.6008538757	+16.7503609969	 77582	 9.68	237.60086776	+16.75042249
237.6021035006	+38.8216135103	 77583	 8.68	237.60214571	+38.82161492
237.6085979699	+01.8189831286	 77584	 8.28	237.60872790	+01.81911433
237.6108118770	-22.8722370506	 77585	 9.08	237.61083918	-22.87223637
237.6121833721	+24.5637726128	 77586	 9.06	237.61217776	+24.56383571
237.6127558325	+17.5220550083	 77587	 9.48	237.61276014	+17.52210080
237.6135434960	-17.5770221361	 77588	 9.31	237.61360925	-17.57695515
237.6155419615	+21.2478684118	 77589	 8.68	237.61553080	+21.24785570
237.6195546392	-17.3487772886	 77590	 8.03	237.61952258	-17.34876674
237.6200880967	+51.7714148444	 77591	 8.34	237.62012875	+51.77142340
237.6238929849	+49.2483345164	 77592	 9.20	237.62383248	+49.24837744
237.6265275310	-02.2418857985	 77594	 9.50	237.62656392	-02.24185617
237.6264322525	-73.9954484178	 77593	 8.83	237.62664118	-73.99542647
237.6290732143	-52.5081886300	 77595	 8.68	237.62908180	-52.50817988
237.6295661956	+20.3401448886	 77596	 7.60	237.62952358	+20.34023934
237.6332920959	+11.4794721399	 77597	 9.36	237.63335787	+11.47946181
237.6351424461	+37.8354335558	 77598	 8.69	237.63537046	+37.83540699
237.6386510903	-62.5229706951	 77600	 8.91	237.63869671	-62.52294340
237.6385110496	-31.1385101185	 77599	 9.84	237.63883310	-31.13860598
237.6404713574	-20.7180715898	 77601	10.12	237.64035138	-20.71804376
237.6420920251	+32.2257384422	 77602	 8.70	237.64215058	+32.22573222
237.6427471388	-44.5651028311	 77603	 8.00	237.64274690	-44.56502622
237.6428652796	-40.3045491687	 77604	 9.55	237.64280380	-40.30447895
237.6429617555	+34.4249152693	 77605	 9.50	237.64295875	+34.42488987
237.6452279058	-26.2896239352	 77606	 6.58	237.64545503	-26.28955430
237.6576542402	-17.2555801061	 77607	10.33	237.65765564	-17.25556212
237.6629133840	+22.4764264650	 77608	 9.01	237.66293227	+22.47639059
237.6648160074	-13.3952190753	 77609	 9.10	237.66482855	-13.39522311
237.6660430311	-23.2581868721	 77610	 7.46	237.66605737	-23.25807932
237.6668879863	-26.5294804493	 77611	 8.29	237.66690070	-26.52946380
237.6706088521	-86.0851109401	 77613	 9.40	237.67036179	-86.08511777
237.6711690150	+66.4286720036	 77612	 8.20	237.67122080	+66.42883383
237.6727173102	-46.3136223950	 77614	 8.52	237.67279353	-46.31355502
237.6738918839	+15.1336412297	 77615	 9.70	237.67389697	+15.13372732
237.6747948905	+13.1268009847	 77616	 7.88	237.67478336	+13.12678645
237.6843815419	-24.0026455033	 77617	 8.76	237.68450135	-24.00268692
237.6887356288	-68.1322051151	 77618	 9.38	237.68849862	-68.13208315
237.6942700996	+48.4830156072	 77619	 7.69	237.69427714	+48.48306801
237.6943909476	-68.4250416197	 77620	 8.99	237.69443021	-68.42502796
237.7006788908	-10.7221314981	 77621	 9.15	237.70049712	-10.72198671
237.7040254548	+04.4777301784	 77622	 3.71	237.70371344	+04.47757980
237.7059747362	+72.2112817507	 77623	10.10	237.70594347	+72.21130715
237.7153767223	+37.5534961296	 77624	 7.50	237.71541759	+37.55342139
237.7211825616	-46.4168968022	 77625	10.24	237.72119268	-46.41689583
237.7217135170	-47.4603081051	 77626	 8.40	237.72176701	-47.46027906
237.7221394846	+19.1803298568	 77627	 8.41	237.72217070	+19.18036877
237.7265211888	+14.6761185650	 77628	 9.99	237.72653345	+14.67608969
237.7282694324	+77.2652749661	 77629	 8.48	237.72824727	+77.26524473
237.7301133463	+14.6785968268	 77630	 9.12	237.73012709	+14.67856574
237.7351243280	-35.0477474884	 77631	 8.36	237.73488839	-35.04772994
237.7386115829	+42.5654090025	 77632	 7.39	237.73861452	+42.56533769
237.7386616205	-06.3282942190	 77633	 8.95	237.73866590	-06.32831116
237.7397400193	-33.6271654251	 77634	 3.97	237.73975730	-33.62710488
237.7447700217	-25.7512954351	 77635	 4.63	237.74480683	-25.75123489
237.7460798454	+02.8839110146	 77636	 8.83	237.74608756	+02.88387215
237.7455618472	+08.4232654057	 77637	 9.95	237.74613933	+08.42365342
237.7468431769	-68.9224951883	 77638	 8.94	237.74687751	-68.92247798
237.7658271664	-37.7610998889	 77639	 9.04	237.76587771	-37.76106625
237.7692825970	+22.3176191896	 77640	 7.86	237.76932340	+22.31771420
237.7717976046	-30.0864334171	 77641	 8.19	237.77159485	-30.08609907
237.7716981182	-22.6266330272	 77642	 7.69	237.77191902	-22.62654001
237.7749755734	-50.6877962118	 77643	10.71	237.77398328	-50.68762790
237.7778061134	-49.9133104447	 77644	10.51	237.77781755	-49.91328191
237.7783529519	-55.0555328061	 77645	 5.74	237.77836547	-55.05552532
237.7792137899	-63.5516762081	 77646	 9.28	237.77934618	-63.55163642
237.7831487588	+06.8039661768	 77647	 9.59	237.78317402	+06.80401209
237.7839157325	+58.6779831051	 77648	10.12	237.78394084	+58.67800131
237.7834945829	-49.9259628948	 77649	 9.91	237.78398309	-49.92559350
237.7887220422	-09.9083920579	 77650	 9.79	237.78877361	-09.90825636
237.7909244039	+40.6259484632	 77651	 9.07	237.79093779	+40.62589905
237.7919933312	+52.9069911682	 77652	 6.74	237.79202537	+52.90699863
237.7947063542	+16.1396916035	 77653	 8.38	237.79475572	+16.13963135
237.7976066608	-37.1957627838	 77654	 9.11	237.79771495	-37.19570377
237.8072191440	-42.3142600110	 77656	 9.58	237.80727844	-42.31418707
237.8080481695	+35.6573819807	 77655	 4.79	237.80807231	+35.65822638
237.8103720414	-31.5074375237	 77657	 8.96	237.81037914	-31.50743818
237.8117987243	-51.7886975550	 77658	 8.91	237.81186682	-51.78864243
237.8148508525	+50.8361252118	 77659	 8.65	237.81488549	+50.83608100
237.8149724618	-03.0904965561	 77660	 5.09	237.81519764	-03.09042957
237.8163793935	-48.7495920976	 77662	10.97	237.81638625	-48.74959149
237.8162873808	+20.9779192056	 77661	 4.74	237.81642977	+20.97787548
237.8208031018	-15.7509213356	 77663	11.94	237.82080093	-15.75080078
237.8297290221	-29.6855959079	 77664	 9.34	237.82980596	-29.68551446
237.8302419045	-30.6016730098	 77665	 9.90	237.83031908	-30.60158218
237.8348526309	-12.6221328618	 77666	 8.74	237.83480441	-12.62209915
237.8530161604	+10.5398748258	 77667	 8.89	237.85302333	+10.53986593
237.8566640469	+13.9873876114	 77668	10.15	237.85665270	+13.98739816
237.8598923701	+09.9736099400	 77669	 8.61	237.85999217	+09.97359419
237.8601212332	+33.1576739687	 77670	 9.14	237.86014475	+33.15767375
237.8612090576	+29.3566744379	 77671	 9.44	237.86124439	+29.35671024
237.8621209976	-32.7295718167	 77672	 8.90	237.86214703	-32.72946040
237.8642013892	-42.3007127540	 77673	 8.27	237.86420645	-42.30070782
237.8683419863	+57.1422362536	 77674	 7.37	237.86834006	+57.14227733
237.8698521214	-64.1816868647	 77675	 7.75	237.86955271	-64.18168074
237.8723341942	+25.3041398753	 77676	 7.49	237.87228158	+25.30417366
237.8743245329	-20.5873552007	 77677	 7.70	237.87433375	-20.58734035
237.8809130708	-47.0608005542	 77678	 6.00	237.88131664	-47.06071935
237.8837553810	-32.6860743118	 77679	 7.00	237.88382443	-32.68608960
237.8852289454	+19.2891649069	 77680	 8.19	237.88524710	+19.28915290
237.8870935773	+39.7359419792	 77681	 7.90	237.88714753	+39.73593950
237.8871608229	+13.9057145079	 77682	 7.52	237.88728607	+13.90563831
237.8879287969	-30.7031504929	 77683	 8.18	237.88790508	-30.70312767
237.8918999137	-48.6064509536	 77684	 8.13	237.89189440	-48.60639753
237.8966084933	-37.4372624893	 77685	 7.18	237.89662236	-37.43734209
237.9072631652	-14.8658340611	 77686	 7.95	237.90724008	-14.86563320
237.9081382717	+63.7362040805	 77687	 8.55	237.90805275	+63.73622265
237.9086388621	-18.9394602319	 77688	 7.30	237.90868378	-18.93936510
237.9099857497	-14.1335842482	 77689	 6.20	237.91003658	-14.13356721
237.9187975793	-71.1596496312	 77690	 8.70	237.91886306	-71.15962885
237.9215941359	-38.1581432281	 77691	 9.01	237.92160106	-38.15814911
237.9236172237	+71.3491204299	 77692	 7.76	237.92362642	+71.34913635
237.9360513588	+03.9928330899	 77693	 9.34	237.93605304	+03.99293476
237.9462194227	-72.1189962436	 77694	 8.94	237.94624420	-72.11897782
237.9482010665	+51.5871793581	 77695	 8.91	237.94820091	+51.58713799
237.9505069775	+73.3173514103	 77696	 8.36	237.95093421	+73.31725606
237.9513827274	+30.8177173485	 77697	 8.77	237.95138935	+30.81770522
237.9570779411	-28.7425385724	 77698	 9.58	237.95704207	-28.74242718
237.9584373515	-08.0434103353	 77699	 7.75	237.95837159	-08.04340212
237.9585110797	+07.8476383051	 77700	 8.95	237.95851687	+07.84763201
237.9747757792	-51.6194873468	 77701	 7.65	237.97482025	-51.61947376
237.9758585170	+77.7083866366	 77702	 8.06	237.97596070	+77.70829272
237.9766354461	+07.2372552428	 77703	 9.57	237.97671402	+07.23746709
237.9783170585	+14.8529195933	 77704	 8.63	237.97829317	+14.85298551
237.9814891746	-43.8386133356	 77705	10.20	237.98149214	-43.83864328
237.9843418876	+42.6516495435	 77706	 7.83	237.98436046	+42.65161729
237.9860243382	-09.4692607972	 77707	 8.93	237.98606475	-09.46943570
237.9874106777	-12.5375482003	 77708	 7.48	237.98743112	-12.53754436
237.9930275369	-14.6365444224	 77710	 9.08	237.99300219	-14.63652928
237.9934397374	-78.7119018003	 77709	11.28	237.99346482	-78.71185596
237.9953796724	-64.9229153343	 77711	 8.93	237.99546271	-64.92285231
237.9977020634	-78.7152801583	 77712	 9.18	237.99778491	-78.71523320
237.9989536060	-34.8281914057	 77713	 9.15	237.99901170	-34.82814068
237.9994209024	+28.6437507536	 77715	 8.82	237.99941985	+28.64372533
237.9995229451	+32.9484233637	 77716	10.84	237.99956419	+32.94842227
238.0011142519	-76.4934433254	 77717	 9.74	238.00116410	-76.49342794
238.0014390808	+52.5651634225	 77714	 8.80	238.00141369	+52.56514986
238.0023014756	+15.2359236329	 77718	 7.31	238.00245111	+15.23623506
238.0029557169	-28.2104822826	 77719	10.13	238.00298796	-28.21047555
238.0067536102	-45.5051525286	 77720	 7.49	238.00679540	-45.50514198
238.0094316276	+29.8816748400	 77721	 7.37	238.00946322	+29.88167659
238.0129265852	-70.8211134932	 77722	 7.97	238.01298311	-70.82109208
238.0161531937	+20.2480578064	 77723	 8.93	238.01591317	+20.24820206
238.0274325185	-51.1395874787	 77724	 7.92	238.02745274	-51.13957151
238.0343157726	+10.8744738521	 77725	 9.34	238.03497734	+10.87505320
238.0356996299	+00.2674714504	 77726	 9.97	238.03578611	+00.26766519
238.0366337527	-42.5912924795	 77727	 8.15	238.03685624	-42.59126307
238.0521378071	-02.2784896744	 77728	 8.55	238.05217697	-02.27838623
238.0533241547	-29.8865519063	 77729	 6.39	238.05370687	-29.88634407
238.0548412050	-45.2843618425	 77730	 6.55	238.05488753	-45.28437278
238.0580176611	-34.1218179945	 77731	 7.64	238.05831405	-34.12158804
238.0606269601	+44.2109593428	 77732	 9.72	238.06064049	+44.21098394
238.0611947931	+44.3211955482	 77733	 8.87	238.06119109	+44.32121701
238.0611564746	-07.5008627953	 77734	 9.55	238.06123941	-07.50089308
238.0613333042	-32.0500289326	 77735	10.12	238.06146034	-32.04983495
238.0638713556	-26.3179353092	 77736	 9.49	238.06392651	-26.31785058
238.0686253697	-10.8154654412	 77737	10.47	238.06866417	-10.81546741
238.0689874771	+55.8267130658	 77738	 5.81	238.06909055	+55.82658167
238.0719045096	+05.2956465347	 77739	10.53	238.07201284	+05.29578075
238.0731141460	-18.4360650865	 77740	 7.25	238.07286532	-18.43612342
238.0792347032	+21.7104166237	 77741	 8.49	238.07926921	+21.71039453
238.0861716467	-41.3262270739	 77742	 9.15	238.08615637	-41.32623806
238.0896310828	+28.6073966436	 77743	 7.93	238.08965755	+28.60734497
238.0972737506	-17.2331898369	 77744	 9.15	238.09721975	-17.23322158
238.0993742264	-43.6461204562	 77745	 8.82	238.09938652	-43.64610930
238.1112132294	-73.6021851269	 77746	 8.90	238.11137027	-73.60210137
238.1191015422	-09.4070240745	 77747	10.28	238.11967940	-09.40681845
238.1285921753	+28.9133000443	 77748	 7.81	238.12863016	+28.91330002
238.1406233675	-01.9063303072	 77749	 7.85	238.14090165	-01.90635471
238.1424794485	-33.3565783139	 77750	 9.16	238.14251332	-33.35641255
238.1440895959	-01.3301415937	 77751	 8.58	238.14409334	-01.33015275
238.1461093862	-01.0313484374	 77752	 7.97	238.14614833	-01.03128517
238.1467573732	-55.5557168012	 77753	 8.15	238.14679072	-55.55571527
238.1477369791	-25.0151673894	 77754	 8.02	238.14772271	-25.01516632
238.1502035368	-67.6396011665	 77755	 7.00	238.15013000	-67.63956517
238.1524388944	-00.5937894947	 77756	10.46	238.15250936	-00.59371721
238.1530568816	+05.4497821176	 77757	 8.84	238.15301640	+05.44977976
238.1601999018	-53.4375005386	 77758	 7.91	238.16022373	-53.43748824
238.1611434015	+42.2179393407	 77759	 8.36	238.16113733	+42.21796124
238.1689228559	+42.4515180342	 77760	 4.60	238.16747684	+42.44998796
238.1685771319	-79.4038515294	 77761	 7.68	238.16865895	-79.40381546
238.1699666085	+46.0514602914	 77762	 8.85	238.16998510	+46.05148834
238.1740113888	+42.5869248429	 77763	 8.51	238.17403288	+42.58686702
238.1743017570	-61.9728693676	 77764	10.19	238.17433481	-61.97285651
238.1777489328	-54.2417467883	 77765	 7.32	238.17779664	-54.24173833
238.1788496617	-27.0906281708	 77766	 8.24	238.17888073	-27.09056415
238.1857916093	+36.7157212942	 77767	 9.25	238.18579546	+36.71571094
238.1886738454	-05.6910901275	 77768	 9.81	238.18871471	-05.69108269
238.1915108245	+67.6669503539	 77769	10.18	238.19147993	+67.66702959
238.2124799307	+20.3813292564	 77770	 8.88	238.21255668	+20.38135468
238.2137906620	-50.6158237072	 77771	 6.63	238.21380947	-50.61580436
238.2170111703	-37.3985884537	 77772	 7.74	238.21699367	-37.39851211
238.2179981384	+17.5572298353	 77773	 9.13	238.21800882	+17.55722512
238.2180054473	+50.4255867830	 77774	 8.99	238.21807866	+50.42552179
238.2206914919	+15.9432088862	 77775	 8.21	238.22056169	+15.94311548
238.2231597416	-76.1491647614	 77776	 8.00	238.22328513	-76.14914731
238.2242849457	-43.2654348811	 77777	 8.80	238.22424349	-43.26540202
238.2281255679	-49.6179989681	 77778	 8.85	238.22814275	-49.61798210
238.2293408566	-59.0615618872	 77779	 7.06	238.22971954	-59.06130211
238.2297440934	-45.8009220330	 77780	 9.13	238.22983467	-45.80084479
238.2331873373	+01.0750847207	 77781	 8.97	238.23315836	+01.07509962
238.2338149935	+17.4031498065	 77782	 6.29	238.23395552	+17.40316981
238.2345038247	+15.4307080020	 77783	 7.46	238.23464495	+15.43075795
238.2356159492	-63.1104224725	 77784	 8.86	238.23561122	-63.11039491
238.2363802984	-65.1524957380	 77785	 6.54	238.23616420	-65.15251720
238.2535314199	-57.5842110225	 77786	 8.22	238.25351283	-57.58420796
238.2588741702	+18.5710685775	 77787	 9.64	238.25921314	+18.57106780
238.2596385232	+23.7692344805	 77788	11.70	238.26014924	+23.76978753
238.2613731245	-39.8936968508	 77789	 8.31	238.26142416	-39.89366958
238.2686619035	+53.8710400807	 77790	 8.28	238.26818940	+53.87147204
238.2683867513	+41.2952196000	 77791	 7.84	238.26831778	+41.29547510
238.2746893589	-01.1289287787	 77792	 9.28	238.27479365	-01.12889706
238.2800053607	-16.5661674596	 77793	10.21	238.27998690	-16.56613122
238.2826701370	-46.2217849590	 77794	 9.10	238.28275993	-46.22167065
238.2837894744	-59.0600345504	 77795	 8.82	238.28382129	-59.06001829
